Q,label
다섯시까지 테이크아웃 가능한가요?,1
통새우버거 1개 가지러갈래요,1
딥치즈버거 1개 인크레더블버거 1개 포장이요,1
화이트갈릭버거 한개 통새우버거 두개 포장이요,1
통새우버거 한개 인크레더블버거 한개 포장이요,1
싸이버거 1개 포장으로 선택,1
통새우버거 1개 이따가 가져갈게요,1
딥치즈버거 한개 포장할게요!!,1
24시까지 테이크아웃 가능한가요?,1
인크레더블버거 1개 화이트갈릭버거 1개 포장이요,1
딥치즈버거 한개 태이크아웃할게요,1
화이트갈릭버거 1개 방문 포장할게요,1
화이트갈릭버거 한개 방문 포장할게요,1
1시까지 준비해주세요,1
일곱시까지 테이크아웃 할래요,1
싸이버거 1개 찾으러 갈게요,1
통새우버거 1개 가져갈게요,1
16시까지 테이크아웃 가능한가요?,1
통새우버거 한개 싸이버거 두개 포장이요,1
인크레더블버거 1개 이따가 가져갈게요,1
통새우버거 한개 이따가 가지러 갈게요,1
네시까지 가면 될까요?,1
포장 방문할게요!!,1
화이트갈릭버거 1개 이따 받으러가겠습니다,1
딥치즈버거 1개 주문할게요,1
싸이버거 한개 포장,1
통새우버거 1개 가지러 갈게요!!,1
싸이버거 1개 포장할건데요,1
2시까지 테이크아웃 할래요,1
딥치즈버거 1개 이따가 찾으러 갈게요,1
싸이버거 1개 이따가 찾으러 갈게요,1
싸이버거 한개 가지러갈래요!!,1
통새우버거 1개 테이크아웃 할래요,1
딥치즈버거 한개 포장하고 싶어요!!,1
인크레더블버거 1개 받으러 갈게요!!,1
인크레더블버거 한개 화이트갈릭버거 한개 포장이요,1
인크레더블버거 한개 받으러 갈게요!!,1
딥치즈버거 한개 이따 받으러가겠습니다,1
포장 가능한가요?,1
딥치즈버거 한개 포장할게요,1
싸이버거 1개 포장,1
딥치즈버거 한개 이따 찾으러 갈게요,1
화이트갈릭버거 1개 이따가 가지러 갈게요,1
딥치즈버거 1개 포장할게요!!,1
화이트갈릭버거 1개 테이크아웃 할래요,1
인크레더블버거 한개 포장할건데요,1
싸이버거 1개 테이크아웃 하겠습니다!!,1
인크레더블버거 한개 포장할게요,1
딥치즈버거 1개 요청,1
인크레더블버거 1개 테이크아웃 할래요,1
이따 갈래요!!,1
화이트갈릭버거 1개 요청,1
딥치즈버거 1개 주문,1
통새우버거 한개 요청할게요,1
인크레더블버거 1개 태이크아웃할게요,1
인크레더블버거 한개 받으러 이따 갈게요!!,1
싸이버거 한개 이따가 가져갈게요,1
열두시까지 가면 될까요?,1
싸이버거 한개 받으러 이따 가져갈게요,1
화이트갈릭버거 한개 인크레더블버거두개 포장이요,1
화이트갈릭버거 한개 주문할게요,1
통새우버거 한개 포장으로 선택,1
인크레더블버거 한개 주문,1
6시까지 테이크아웃 가능한가요?,1
딥치즈버거 한개 이따 받으러 갈게요!!,1
통새우버거 1개 받으러 갈게요!!,1
이따 가져갈게요!!,1
인크레더블버거 한개 포장할래요!!,1
화이트갈릭버거 한개 딥치즈버거 두개 포장이요,1
화이트갈릭버거 한개 가지러 갈게요!!,1
딥치즈버거 한개 요청할게요,1
화이트갈릭버거 한개 이따가 가져갈게요,1
싸이버거 1개 통새우버거 2개 포장이요,1
통새우버거 한개 싸이버거 한개 포장이요,1
저.. 싸이버거 한개 포장하고 싶은데요,1
화이트갈릭버거 1개 통새우버거 2개 포장이요,1
싸이버거 한개 포장 방문할게요,1
딥치즈버거 1개 이따 찾으러 갈게요,1
통새우버거 1개 포장 방문할게요,1
테이크아웃 하겠습니다!!,1
화이트갈릭버거 1개 이따 갈래요!!,1
싸이버거 1개 가져갈게요!!,1
9시까지 가면 될까요?,1
싸이버거 1개 포장할게요,1
통새우버거 한개 찾으러 갈게요!!,1
화이트갈릭버거 한개 포장 방문할게요!!,1
11시까지 준비해주세요,1
싸이버거 1개 포장 방문할게요,1
통새우버거 1개 인크레더블버거 1개 포장이요,1
딥치즈버거 한개 이따 갈게요,1
딥치즈버거 1개 가져갈게요,1
싸이버거 1개 테이크아웃 하겠습니다,1
인크레더블버거 1개 가지러갈래요!!,1
18시까지 준비해주세요,1
여덟시까지 갈게요,1
이따 받으러가겠습니다,1
통새우버거 1개 이따 받으러 갈게요,1
인크레더블버거 한개 이따 받으러 갈게요,1
인크레더블버거 1개 이따가 가지러 갈게요,1
싸이버거 한개 가지러갈래요,1
딥치즈버거 한개 인크레더블버거 두개 포장이요,1
통새우버거 1개 싸이버거 1개 포장이요,1
인크레더블버거 한개 가지러 갈게요,1
싸이버거 1개 받으러 갈게요!!,1
딥치즈버거 1개 싸이버거 1개 포장이요,1
인크레더블버거 한개 가지러 갈게요!!,1
화이트갈릭버거 한개 포장 가능한가요?,1
싸이버거 한개 통새우버거 두개 포장이요,1
통새우버거 1개 가지러 갈게요,1
이따 가져갈게요,1
인크레더블버거 1개 이따가 찾으러 갈게요,1
싸이버거 한개 포장하고 싶어서요!!,1
포장하고 싶어서요,1
인크레더블버거 한개 태이크아웃할게요,1
싸이버거 1개 이따가 가져갈게요,1
이따 갈게요!!,1
포장이요!!,1
통새우버거 1개 이따 갈게요!!,1
화이트갈릭버거 1개 이따가 가져갈게요,1
여덟시까지 테이크아웃 할래요,1
한시까지 테이크아웃 할래요,1
11시까지 갈게요,1
통새우버거 1개 받으러 이따 가져갈게요,1
인크레더블버거 1개 통새우버거 1개 포장이요,1
통새우버거 1개 테이크아웃 하겠습니다!!,1
인크레더블버거 한개 이따 받으러가겠습니다,1
18시까지 갈게요,1
인크레더블버거 1개 요청,1
화이트갈릭버거 한개 이따 가져갈게요,1
통새우버거 1개 받으러 갈게요,1
화이트갈릭버거 한개 테이크아웃 하겠습니다!!,1
화이트갈릭버거 1개 이따 받으러 갈게요,1
화이트갈릭버거 1개 이따 찾으러 갈게요,1
통새우버거 1개 포장이요,1
인크레더블버거 1개 싸이버거 1개 포장이요,1
통새우버거 한개 이따가 가져갈게요,1
딥치즈버거 1개 이따가 찾으러 갈게요,1
통새우버거 한개 포장할게요,1
화이트갈릭버거 한개 이따 가지러 갈게요,1
딥치즈버거 한개 이따 찾으러 갈게요!!,1
화이트갈릭버거 1개 받으러 갈게요,1
통새우버거 1개 싸이버거 2개 포장이요,1
싸이버거 한개 포장하겠습니다,1
통새우버거 1개 딥치즈버거 2개 포장이요,1
인크레더블버거 1개 이따가 받으러 갈게요,1
세시까지 갈게요,1
딥치즈버거 1개 포장이요,1
화이트갈릭버거 1개 가지러갈래요,1
싸이버거 한개 포장이요!!,1
인크레더블버거 1개 받으러 이따 가져갈게요!!,1
통새우버거 1개 이따가 받으러 갈게요,1
통새우버거 한개 테이크아웃 하겠습니다,1
21시까지 갈게요,1
여섯시까지 갈게요,1
통새우버거 한개 포장해주세요,1
이따가 가져갈게요,1
17시까지 가면 될까요?,1
싸이버거 1개 이따 받으러가겠습니다,1
포장이요,1
딥치즈버거 한개 가져갈게요,1
통새우버거 한개 이따 찾으러 갈게요,1
통새우버거 1개 가지러갈래요!!,1
인크레더블버거 1개 포장이요!!,1
통새우버거 한개 테이크아웃 할래요,1
화이트갈릭버거 1개 포장 방문할게요!!,1
딥치즈버거 한개 주문할게요,1
15시까지 테이크아웃 가능한가요?,1
포장할건데요,1
화이트갈릭버거 한개 테이크아웃할게요,1
인크레더블버거 1개 요청할게요,1
10시까지 갈게요,1
딥치즈버거 한개 포장할래요!!,1
인크레더블버거 한개 포장부탁드립니다,1
인크레더블버거 한개 테이크아웃할게요,1
싸이버거 1개 받으러 이따 가져갈게요,1
14시까지 가면 될까요?,1
딥치즈버거 한개 이따가 가져갈게요,1
딥치즈버거 한개 이따 받으러 갈게요,1
화이트갈릭버거 한개 테이크아웃 할게요,1
딥치즈버거 한개 포장하고 싶어서요!!,1
싸이버거 1개 포장하고 싶어요!!,1
인크레더블버거 한개 딥치즈버거 두개 포장이요,1
화이트갈릭버거 한개 포장해주세요,1
인크레더블버거 1개 포장으로 선택,1
열시까지 테이크아웃 가능한가요?,1
화이트갈릭버거 1개 테이크아웃 하겠습니다,1
7시까지 가면 될까요?,1
통새우버거 한개 포장 가능한가요?,1
싸이버거 한개 이따 받으러가겠습니다,1
싸이버거 한개 화이트갈릭버거 한개 포장이요,1
화이트갈릭버거 1개 테이크아웃 할래요!!,1
통새우버거 한개 이따가 가져갈게요,1
통새우버거 1개 방문 포장할게요!!,1
싸이버거 1개 요청할게요,1
통새우버거 한개 딥치즈버거 두개 포장이요,1
싸이버거 1개 주문할게요,1
인크레더블버거 1개 테이크아웃할게요,1
포장할게요,1
딥치즈버거 1개 화이트갈릭버거 2개 포장이요,1
화이트갈릭버거 한개 포장 방문할게요,1
싸이버거 1개 테이크아웃 할게요,1
화이트갈릭버거 1개 포장할게요,1
12시까지 준비해주세요,1
화이트갈릭버거 한개 이따가 받으러 갈게요,1
싸이버거 한개 이따가 가지러 갈게요,1
통새우버거 한개 받으러 갈게요,1
인크레더블버거 1개 이따 받으러 갈게요!!,1
싸이버거 한개 포장할건데요,1
인크레더블버거 1개 싸이버거2개 포장이요,1
통새우버거 한개 가져갈게요,1
싸이버거 1개 포장할게요!!,1
싸이버거 한개 포장할래요,1
딥치즈버거 한개 포장할건데요,1
통새우버거 1개 이따 찾으러 갈게요,1
싸이버거 1개 이따가 가져갈게요,1
인크레더블버거 한개 테이크아웃 하겠습니다,1
딥치즈버거 한개 포장이요,1
10시까지 테이크아웃 가능한가요?,1
통새우버거 1개 이따 받으러 갈게요!!,1
싸이버거 1개 포장할게요,1
딥치즈버거 한개 포장 가능한가요?,1
7시까지 테이크아웃 할래요,1
싸이버거 1개 화이트갈릭버거 1개 포장이요,1
통새우버거 한개 포장부탁드립니다,1
싸이버거 한개 방문 포장할게요,1
화이트갈릭버거 1개 딥치즈버거 2개 포장이요,1
16시까지 준비해주세요,1
인크레더블버거 1개 테이크아웃 할래요!!,1
딥치즈버거 1개 포장해주세요,1
딥치즈버거 한개 싸이버거 두개 포장이요,1
24시까지 준비해주세요,1
세시까지 테이크아웃 가능한가요?,1
통새우버거 한개 받으러 이따 갈게요,1
딥치즈버거 한개 주문,1
통새우버거 한개 포장,1
화이트갈릭버거 1개 태이크아웃할게요,1
딥치즈버거 한개 찾으러 갈게요!!,1
13시까지 갈게요,1
화이트갈릭버거 한개 테이크아웃 하겠습니다,1
화이트갈릭버거 1개 이따가 받으러 갈게요,1
4시까지 준비해주세요,1
이따가 가져갈게요,1
24시까지 갈게요,1
딥치즈버거 한개 이따 갈래요,1
싸이버거 1개 포장,1
가지러갈래요!!,1
인크레더블버거 1개 딥치즈버거 2개 포장이요,1
딥치즈버거 1개 포장할래요,1
딥치즈버거 1개 받으러 갈게요!!,1
싸이버거 한개 포장 가능한가요?,1
싸이버거 1개 통새우버거 1개 포장이요,1
화이트갈릭버거 1개 가져갈게요,1
열두시까지 준비해주세요,1
통새우버거 1개 가져갈게요!!,1
싸이버거 1개 이따가 가지러 갈게요,1
싸이버거 한개 통새우버거 한개 포장이요,1
화이트갈릭버거 한개 이따가 가지러 갈게요,1
인크레더블버거 1개 포장할게요,1
이따 받으러 갈게요!!,1
딥치즈버거 한개 포장,1
통새우버거 1개 포장할게요,1
싸이버거 1개 인크레더블버거 1개 포장이요,1
화이트갈릭버거 1개 이따 받으러 갈게요,1
19시까지 테이크아웃 할래요,1
통새우버거 한개 테이크아웃 하겠습니다!!,1
싸이버거 한개 가지러 갈게요,1
화이트갈릭버거 한개 이따 받으러가겠습니다,1
통새우버거 한개 이따 받으러 갈게요,1
통새우버거 한개 테이크아웃 할게요,1
인크레더블버거 한개 가져갈게요,1
4시까지 테이크아웃 할래요,1
싸이버거 한개 포장이요,1
딥치즈버거 한개 가지러갈래요!!,1
딥치즈버거 1개 인크레더블버거 2개 포장이요,1
싸이버거 한개 포장할게요!!,1
싸이버거 한개 포장해주세요,1
통새우버거 한개 이따가 가지러 갈게요,1
딥치즈버거 1개 포장하겠습니다,1
화이트갈릭버거 1개 싸이버거 1개 포장이요,1
싸이버거 한개 받으러 이따 갈게요,1
인크레더블버거 한개 화이트갈릭버거 한개 포장이요,1
딥치즈버거 1개 이따 받으러 갈게요,1
통새우버거 1개 이따가 가져갈게요,1
22시까지 테이크아웃 가능한가요?,1
화이트갈릭버거 한개 이따가 가져갈게요,1
화이트갈릭버거 1개 받으러 이따 가져갈게요,1
23시까지 가면 될까요?,1
싸이버거 한개 딥치즈버거 한개 포장이요,1
인크레더블버거 1개 이따 갈래요,1
6시까지 테이크아웃 할래요,1
화이트갈릭버거 1개 포장이요,1
인크레더블버거 1개 포장할래요!!,1
화이트갈릭버거 한개 포장할게요!!,1
통새우버거 한개 포장할게요,1
인크레더블버거 한개 포장으로 선택,1
싸이버거 1개 가지러갈래요,1
열시까지 테이크아웃 할래요,1
통새우버거 1개 찾으러 갈게요,1
화이트갈릭버거 한개 가져갈게요,1
인크레더블버거 한개 이따 찾으러 갈게요,1
싸이버거 한개 이따 가지러 갈게요,1
싸이버거 한개 요청,1
싸이버거 1개 주문할게요,1
화이트갈릭버거 한개 받으러 이따 갈게요!!,1
싸이버거 한개 받으러 갈게요,1
9시까지 테이크아웃 할래요,1
딥치즈버거 1개 포장 가능한가요?,1
저.. 포장하고 싶은데요,1
가지러갈래요,1
딥치즈버거 1개 포장하고 싶어서요,1
저.. 딥치즈버거 1개 포장하고 싶은데요,1
인크레더블버거 한개 통새우버거 한개 포장이요,1
통새우버거 1개 포장하고 싶어요!!,1
인크레더블버거 1개 포장하고 싶어요,1
인크레더블버거 1개 이따가 찾으러 갈게요,1
통새우버거 1개 받으러 이따 가져갈게요!!,1
싸이버거 한개 받으러 이따 가져갈게요!!,1
2시까지 준비해주세요,1
이따가 찾으러 갈게요,1
14시까지 테이크아웃 할래요,1
딥치즈버거 1개 이따 갈게요!!,1
통새우버거 1개 포장해주세요,1
통새우버거 1개 이따가 가지러 갈게요,1
화이트갈릭버거 한개 포장하고 싶어서요!!,1
인크레더블버거 1개 찾으러 갈게요,1
화이트갈릭버거 1개 이따 받으러 갈게요!!,1
21시까지 가면 될까요?,1
통새우버거 1개 이따가 가지러 갈게요,1
딥치즈버거 1개 받으러 갈게요,1
통새우버거 한개 이따 받으러가겠습니다,1
8시까지 준비해주세요,1
통새우버거 1개 포장할건데요,1
화이트갈릭버거 한개 포장부탁드립니다,1
화이트갈릭버거 한개 싸이버거 한개 포장이요,1
인크레더블버거 한개 이따가 찾으러 갈게요,1
딥치즈버거 1개 테이크아웃 할래요,1
화이트갈릭버거 1개 포장하고 싶어서요!!,1
열두시까지 테이크아웃 가능한가요?,1
인크레더블버거 한개 테이크아웃 하겠습니다!!,1
아홉까지 테이크아웃 가능한가요?,1
딥치즈버거 1개 화이트갈릭버거 1개 포장이요,1
싸이버거 1개 포장해주세요,1
싸이버거 1개 가지러 갈게요,1
22시까지 가면 될까요?,1
싸이버거 한개 테이크아웃 하겠습니다!!,1
딥치즈버거 1개 인크레더블버거 1개 포장이요,1
포장할래요,1
인크레더블버거 한개 싸이버거 한개 포장이요,1
딥치즈버거 한개 통새우버거 한개 포장이요,1
열시까지 갈게요,1
통새우버거 한개 포장하고 싶어요!!,1
화이트갈릭버거 1개 이따가 찾으러 갈게요,1
화이트갈릭버거 1개 딥치즈버거 1개 포장이요,1
싸이버거 한개 태이크아웃할게요,1
인크레더블버거 1개 이따 찾으러 갈게요,1
두시까지 테이크아웃 가능한가요?,1
딥치즈버거 1개 가지러 갈게요,1
인크레더블버거 한개 포장할래요,1
가지러 갈게요,1
통새우버거 한개 요청,1
찾으러 갈게요!!,1
3시까지 준비해주세요,1
통새우버거 한개 포장하고 싶어서요!!,1
인크레더블버거 한개 싸이버거두개 포장이요,1
통새우버거 한개 화이트갈릭버거 한개 포장이요,1
9시까지 준비해주세요,1
이따가 가지러 갈게요,1
인크레더블버거 1개 이따 받으러 갈게요,1
싸이버거 1개 포장하고 싶어요,1
싸이버거 1개 주문,1
딥치즈버거 한개 포장하고 싶어서요,1
화이트갈릭버거 한개 이따 찾으러 갈게요,1
딥치즈버거 1개 테이크아웃할게요,1
인크레더블버거 한개 이따 찾으러 갈게요!!,1
화이트갈릭버거 1개 포장하고 싶어서요,1
네시까지 갈게요,1
인크레더블버거 1개 받으러 이따 가져갈게요,1
화이트갈릭버거 1개 받으러 이따 갈게요!!,1
여섯시까지 테이크아웃 할래요,1
화이트갈릭버거 한개 딥치즈버거 한개 포장이요,1
이따 갈래요,1
인크레더블버거 1개 이따 갈래요!!,1
인크레더블버거 한개 방문 포장할게요,1
12시까지 갈게요,1
싸이버거 1개 주문,1
인크레더블버거 1개 포장 방문할게요!!,1
화이트갈릭버거 한개 가져갈게요!!,1
인크레더블버거 한개 가지러갈래요,1
테이크아웃 할래요,1
화이트갈릭버거 1개 이따가 가져갈게요,1
화이트갈릭버거 한개 통새우버거 한개 포장이요,1
딥치즈버거 한개 가지러갈래요,1
13시까지 가면 될까요?,1
통새우버거 한개 인크레더블버거 한개 포장이요,1
딥치즈버거 한개 인크레더블버거 한개 포장이요,1
딥치즈버거 1개 포장할건데요,1
화이트갈릭버거 한개 이따 받으러 갈게요!!,1
15시까지 준비해주세요,1
딥치즈버거 1개 이따 가져갈게요,1
화이트갈릭버거 1개 찾으러 갈게요!!,1
딥치즈버거 1개 이따 갈래요,1
딥치즈버거 1개 받으러 이따 갈게요!!,1
화이트갈릭버거 1개 포장 가능한가요?,1
딥치즈버거 1개 방문 포장할게요,1
딥치즈버거 1개 방문 포장할게요!!,1
화이트갈릭버거 한개 이따 갈래요!!,1
인크레더블버거 한개 이따 갈게요,1
통새우버거 1개 요청할게요,1
싸이버거 1개 방문 포장할게요!!,1
2시까지 갈게요,1
화이트갈릭버거 1개 포장,1
통새우버거 한개 가져갈게요!!,1
딥치즈버거 1개 이따가 가지러 갈게요,1
통새우버거 한개 방문 포장할게요,1
네시까지 준비해주세요,1
인크레더블버거 한개 찾으러 갈게요,1
싸이버거 한개 테이크아웃 하겠습니다,1
열한시까지 준비해주세요,1
딥치즈버거 한개 이따 받으러 갈게요,1
인크레더블버거 한개 이따가 찾으러 갈게요,1
화이트갈릭버거 1개 포장할게요,1
화이트갈릭버거 한개 포장하고 싶어서요,1
싸이버거 1개 테이크아웃할게요,1
싸이버거 한개 테이크아웃할게요,1
화이트갈릭버거 1개 요청할게요,1
화이트갈릭버거 1개 포장이요!!,1
인크레더블버거 1개 가지러갈래요,1
20시까지 가면 될까요?,1
싸이버거 한개 주문할게요,1
통새우버거 한개 포장 방문할게요!!,1
싸이버거 1개 이따 받으러 갈게요,1
싸이버거 1개 이따가 찾으러 갈게요,1
딥치즈버거 한개 포장부탁드립니다,1
인크레더블버거 한개 포장이요,1
18시까지 가면 될까요?,1
딥치즈버거 1개 테이크아웃 하겠습니다,1
인크레더블버거 1개 받으러 이따 갈게요!!,1
화이트갈릭버거 한개 받으러 이따 갈게요,1
딥치즈버거 1개 이따가 가지러 갈게요,1
인크레더블버거 한개 이따 가지러 갈게요,1
딥치즈버거 한개 통새우버거 두개 포장이요,1
인크레더블버거 1개 포장할래요,1
화이트갈릭버거 한개 요청,1
화이트갈릭버거 1개 이따 가지러 갈게요,1
24시까지 가면 될까요?,1
통새우버거 한개 받으러 갈게요!!,1
화이트갈릭버거 1개 포장해주세요,1
화이트갈릭버거 1개 이따 갈게요,1
딥치즈버거 1개 이따 받으러가겠습니다,1
싸이버거 한개 주문,1
이따가 가지러 갈게요,1
통새우버거 1개 테이크아웃 할게요,1
인크레더블버거 한개 이따 갈래요!!,1
인크레더블버거 한개 포장할게요!!,1
싸이버거 1개 이따 찾으러 갈게요,1
포장하겠습니다,1
딥치즈버거 한개 테이크아웃 하겠습니다,1
화이트갈릭버거 1개 이따 갈래요,1
딥치즈버거 1개 이따가 받으러 갈게요,1
싸이버거 1개 요청할게요,1
9시까지 테이크아웃 가능한가요?,1
통새우버거 한개 가지러 갈게요!!,1
싸이버거 한개 포장할래요!!,1
화이트갈릭버거 한개 인크레더블버거 한개 포장이요,1
받으러 갈게요,1
아홉까지 가면 될까요?,1
일곱시까지 준비해주세요,1
인크레더블버거 한개 가지러갈래요!!,1
인크레더블버거 한개 요청,1
인크레더블버거 한개 찾으러 갈게요!!,1
저.. 화이트갈릭버거 1개 포장하고 싶은데요,1
딥치즈버거 1개 받으러 이따 가져갈게요!!,1
화이트갈릭버거 1개 포장하겠습니다,1
싸이버거 1개 포장이요,1
화이트갈릭버거 한개 싸이버거 한개 포장이요,1
딥치즈버거 한개 테이크아웃 할게요,1
인크레더블버거 한개 이따 받으러 갈게요!!,1
화이트갈릭버거 한개 이따 받으러 갈게요,1
딥치즈버거 1개 테이크아웃 할래요!!,1
화이트갈릭버거 한개 이따 갈래요,1
싸이버거 1개 받으러 갈게요,1
화이트갈릭버거 1개 포장할건데요,1
이따 받으러 갈게요,1
이따 찾으러 갈게요,1
인크레더블버거 한개 화이트갈릭버거 두개 포장이요,1
인크레더블버거 한개 이따가 가지러 갈게요,1
딥치즈버거 한개 포장해주세요,1
포장부탁드립니다,1
화이트갈릭버거 1개 포장부탁드립니다,1
싸이버거 1개 이따 갈게요,1
7시까지 준비해주세요,1
통새우버거 1개 이따가 받으러 갈게요,1
2시까지 테이크아웃 가능한가요?,1
딥치즈버거 1개 가지러 갈게요!!,1
화이트갈릭버거 1개 테이크아웃할게요,1
딥치즈버거 한개 받으러 이따 갈게요!!,1
딥치즈버거 한개 이따가 가져갈게요,1
싸이버거 한개 이따가 가지러 갈게요,1
화이트갈릭버거 1개 인크레더블버거2개 포장이요,1
싸이버거 1개 포장이요!!,1
통새우버거 한개 포장이요,1
저.. 인크레더블버거 1개 포장하고 싶은데요,1
인크레더블버거 한개 포장하고 싶어서요!!,1
15시까지 가면 될까요?,1
딥치즈버거 1개 화이트갈릭버거 1개 포장이요,1
이따 가져갈게요,1
딥치즈버거 1개 받으러 이따 갈게요,1
딥치즈버거 1개 이따 갈래요!!,1
인크레더블버거 한개 포장,1
통새우버거 1개 화이트갈릭버거 1개 포장이요,1
싸이버거 한개 포장하고 싶어서요,1
싸이버거 1개 이따가 가지러 갈게요,1
포장할래요!!,1
화이트갈릭버거 한개 포장할게요,1
5시까지 테이크아웃 가능한가요?,1
딥치즈버거 한개 싸이버거 한개 포장이요,1
싸이버거 1개 딥치즈버거 1개 포장이요,1
통새우버거 한개 방문 포장할게요!!,1
딥치즈버거 1개 포장 방문할게요,1
통새우버거 한개 딥치즈버거 한개 포장이요,1
13시까지 준비해주세요,1
화이트갈릭버거 한개 받으러 갈게요!!,1
싸이버거 1개 포장 가능한가요?,1
딥치즈버거 1개 통새우버거 1개 포장이요,1
딥치즈버거 1개 이따가 가져갈게요,1
17시까지 준비해주세요,1
화이트갈릭버거 한개 찾으러 갈게요!!,1
1시까지 갈게요,1
인크레더블버거 한개 이따 찾으러 갈게요,1
통새우버거 1개 이따 가져갈게요,1
화이트갈릭버거 한개 방문 포장할게요!!,1
인크레더블버거 한개 이따가 가져갈게요,1
5시까지 테이크아웃 할래요,1
화이트갈릭버거 1개 이따 갈게요!!,1
저.. 통새우버거 1개 포장하고 싶은데요,1
인크레더블버거 한개 테이크아웃 할게요,1
싸이버거 한개 요청할게요,1
싸이버거 한개 이따가 찾으러 갈게요,1
이따 찾으러 갈게요,1
싸이버거 한개 딥치즈버거두개 포장이요,1
인크레더블버거 1개 이따 갈게요,1
10시까지 가면 될까요?,1
싸이버거 1개 이따 받으러 갈게요,1
화이트갈릭버거 한개 이따가 가지러 갈게요,1
화이트갈릭버거 한개 포장하고 싶어요!!,1
싸이버거 1개 이따가 받으러 갈게요,1
인크레더블버거 한개 받으러 이따 갈게요,1
다섯시까지 테이크아웃 할래요,1
열한시까지 가면 될까요?,1
통새우버거 한개 태이크아웃할게요,1
싸이버거 1개 이따 가져갈게요,1
한시까지 가면 될까요?,1
19시까지 가면 될까요?,1
19시까지 갈게요,1
싸이버거 한개 테이크아웃 할래요!!,1
이따가 받으러 갈게요,1
싸이버거 1개 이따 찾으러 갈게요,1
딥치즈버거 1개 포장할래요!!,1
싸이버거 1개 태이크아웃할게요,1
통새우버거 한개 이따 갈래요,1
화이트갈릭버거 1개 포장할게요!!,1
3시까지 테이크아웃 할래요,1
딥치즈버거 1개 태이크아웃할게요,1
11시까지 테이크아웃 할래요,1
통새우버거 1개 포장하고 싶어서요,1
싸이버거 1개 받으러 이따 갈게요!!,1
싸이버거 한개 찾으러 갈게요!!,1
싸이버거 한개 받으러 갈게요!!,1
두시까지 가면 될까요?,1
싸이버거 한개 포장부탁드립니다,1
화이트갈릭버거 한개 이따 갈게요,1
통새우버거 1개 이따 받으러 갈게요,1
싸이버거 한개 이따 갈게요!!,1
딥치즈버거 한개 받으러 갈게요!!,1
인크레더블버거 1개 주문,1
싸이버거 1개 찾으러 갈게요!!,1
딥치즈버거 한개 통새우버거 한개 포장이요,1
화이트갈릭버거 1개 통새우버거 1개 포장이요,1
화이트갈릭버거 1개 받으러 이따 갈게요,1
인크레더블버거 한개 이따 갈래요,1
통새우버거 1개 포장 방문할게요!!,1
통새우버거 1개 이따 찾으러 갈게요,1
통새우버거 1개 이따 갈래요,1
14시까지 갈게요,1
인크레더블버거 한개 이따 받으러 갈게요,1
통새우버거 한개 포장 방문할게요,1
화이트갈릭버거 1개 인크레더블버거 1개 포장이요,1
5시까지 갈게요,1
